,Month,Open,High,Low,Close,Adj Close,Volume,Avg_price,PC_change_price,PC_change_vol
0,2003-01-01,879.820007,935.049988,840.340027,855.700012,855.700012,30749580000,867.7600095,,
1,2003-02-01,855.700012,864.640015,806.289978,841.150024,841.150024,25235300000,848.425018,-0.022281496368034694,-0.17932862822841808
2,2003-03-01,841.150024,895.900024,788.900024,848.179993,848.179993,30080030000,844.6650085,-0.00443175227065266,0.19198226294119744
3,2003-04-01,848.179993,924.23999,847.849976,916.919983,916.919983,29669610000,882.549988,0.044852076407519356,-0.013644268306913258
4,2003-05-01,916.919983,965.380005,902.830017,963.590027,963.590027,30952100000,940.255005,0.06538441763595605,0.0432257114266079
5,2003-06-01,963.590027,1015.330017,963.590027,974.5,974.5,31219400000,969.0450135,0.030619362137827705,0.008635924541468915
6,2003-07-01,974.5,1015.409973,962.099976,990.309998,990.309998,31553200000,982.404999,0.01378675429301922,0.010692069674625394
7,2003-08-01,990.309998,1011.01001,960.840027,1008.01001,1008.01001,24881470000,999.160004,0.01705508931352657,-0.21144384721676407
8,2003-09-01,1008.01001,1040.290039,990.359985,995.969971,995.969971,29940110000,1001.9899905,0.00283236567583826,0.20330953114908404
9,2003-10-01,995.969971,1053.790039,995.969971,1050.709961,1050.709961,32298500000,1023.339966,0.021307573630896495,0.07877025167910205
10,2003-11-01,1050.709961,1063.650024,1031.199951,1058.199951,1058.199951,24463220000,1054.454956,0.030405330617176377,-0.2425895939439912
11,2003-12-01,1058.199951,1112.560059,1053.410034,1111.920044,1111.920044,27839130000,1085.0599975,0.02902451292570905,0.13799941299632673
12,2004-01-01,1111.920044,1155.380005,1105.079956,1131.130005,1131.130005,32820000000,1121.5250245,0.0336064614712699,0.17891615147456116
13,2004-02-01,1131.130005,1158.97998,1124.439941,1144.939941,1144.939941,27985600000,1138.034973,0.014720980931620812,-0.14730042656916514
14,2004-03-01,1144.939941,1163.22998,1087.160034,1126.209961,1126.209961,33597900000,1135.574951,-0.0021616400711439126,0.20054242181693444
15,2004-04-01,1126.209961,1150.569946,1107.22998,1107.300049,1107.300049,31611900000,1116.755005,-0.01657305489472713,-0.05911083728447314
16,2004-05-01,1107.300049,1127.73999,1076.319946,1120.680054,1120.680054,29326400000,1113.9900515,-0.0024758818967639614,-0.0722987229492691
17,2004-06-01,1120.680054,1146.339966,1113.319946,1140.839966,1140.839966,27529500000,1130.76001,0.015053957149275342,-0.06127243712150145
18,2004-07-01,1140.839966,1140.839966,1078.780029,1101.719971,1101.719971,29285600000,1121.2799685,-0.00838377853493419,0.06378975281062134
19,2004-08-01,1101.719971,1109.680054,1060.719971,1104.23999,1104.23999,26586800000,1102.9799805,-0.016320623318082567,-0.09215450596880378
20,2004-09-01,1104.23999,1131.540039,1099.180054,1114.579956,1114.579956,26829870000,1109.409973,0.005829654765887227,0.00914250680788963
21,2004-10-01,1114.579956,1142.050049,1090.290039,1130.199951,1130.199951,31511000000,1122.3899535,0.011699895273971915,0.1744745688294427
22,2004-11-01,1130.199951,1188.459961,1127.599976,1173.819946,1173.819946,30460280000,1152.0099485,0.026390110591808694,-0.033344546348894034
23,2004-12-01,1173.780029,1217.329956,1173.780029,1211.920044,1211.920044,31102500000,1192.8500365,0.035451159126860546,0.02108385083787805
24,2005-01-01,1211.920044,1217.800049,1163.75,1181.27002,1181.27002,31498800000,1196.595032,0.003139535889178773,0.012741741017603087
25,2005-02-01,1181.27002,1212.439941,1180.949951,1203.599976,1203.599976,29297410000,1192.434998,-0.0034765596452852364,-0.06988805922765312
26,2005-03-01,1203.599976,1229.109985,1163.689941,1180.589966,1180.589966,39014150000,1192.094971,-0.00028515348892834465,0.33165866880382944
27,2005-04-01,1180.589966,1191.880005,1136.150024,1156.849976,1156.849976,43424270000,1168.719971,-0.019608337060923648,0.11303898713671834
28,2005-05-01,1156.849976,1199.560059,1146.180054,1191.5,1191.5,39321990000,1174.174988,0.0046675141482629785,-0.09446975159283046
29,2005-06-01,1191.5,1219.589966,1188.300049,1191.329956,1191.329956,40334040000,1191.414978,0.014682641153313372,0.025737507181096377
30,2005-07-01,1191.329956,1245.150024,1183.550049,1234.180054,1234.180054,37464670000,1212.755005,0.01791149800367875,-0.07114015853606531
31,2005-08-01,1234.180054,1245.859985,1201.069946,1220.329956,1220.329956,42030090000,1227.255005,0.01195624832733632,0.12185934108054335
32,2005-09-01,1220.329956,1243.130005,1205.349976,1228.810059,1228.810059,44777510000,1224.5700075,-0.0021878073334889426,0.06536793045173113
33,2005-10-01,1228.810059,1233.339966,1168.199951,1207.01001,1207.01001,49793790000,1217.9100345,-0.005438621686967976,0.11202677415515065
34,2005-11-01,1207.01001,1270.640015,1201.069946,1249.47998,1249.47998,45102870000,1228.244995,0.00848581603504317,-0.09420692821333744
35,2005-12-01,1249.47998,1275.800049,1246.589966,1248.290039,1248.290039,41756130000,1248.8850095,0.016804476781116462,-0.07420237337446597
36,2006-01-01,1248.290039,1294.900024,1245.73999,1280.079956,1280.079956,49211650000,1264.1849975,0.012250918125861278,0.17854911362714887
37,2006-02-01,1280.079956,1297.569946,1253.609985,1280.660034,1280.660034,42859940000,1280.369995,0.012802712840293778,-0.12906923462228964
38,2006-03-01,1280.660034,1310.880005,1268.420044,1294.869995,1294.869995,50905040000,1287.7650145,0.005775689471698366,0.18770674900618153
39,2006-04-01,1302.880005,1318.160034,1280.73999,1310.609985,1310.609985,43308430000,1306.744995,0.014738698664965176,-0.14923099952381924
40,2006-05-01,1310.609985,1326.699951,1245.339966,1270.089966,1270.089966,54312830000,1290.3499755,-0.012546456701753037,0.25409371801286723
41,2006-06-01,1270.050049,1290.680054,1219.290039,1270.199951,1270.199951,54873260000,1270.125,-0.01567402323711675,0.010318556407390298
42,2006-07-01,1270.060059,1280.420044,1224.540039,1276.660034,1276.660034,46348220000,1273.3600465,0.0025470300167306,-0.1553587302813793
43,2006-08-01,1278.530029,1306.73999,1261.300049,1303.819946,1303.819946,50485620000,1291.1749875,0.013990497855627584,0.08926772160829477
44,2006-09-01,1303.800049,1340.280029,1290.930054,1335.849976,1335.849976,49001440000,1319.8250125,0.022189110908562976,-0.029398074144677235
45,2006-10-01,1335.819946,1389.449951,1327.099976,1377.939941,1377.939941,56793620000,1356.8799435,0.02807563930752534,0.15901940840922227
46,2006-11-01,1377.76001,1407.890015,1360.97998,1400.630005,1400.630005,55343930000,1389.1950075,0.023815713508628402,-0.025525578401235913
47,2006-12-01,1400.630005,1431.810059,1385.930054,1418.300049,1418.300049,47578780000,1409.465027,0.014591198061154845,-0.14030716647697408
48,2007-01-01,1418.030029,1441.609985,1403.969971,1438.23999,1438.23999,56686200000,1428.1350095,0.01324614810751176,0.1914176866241631
49,2007-02-01,1437.900024,1461.569946,1389.420044,1406.819946,1406.819946,51844990000,1422.359985,-0.004043752489494567,-0.08540367849670642
50,2007-03-01,1406.800049,1438.890015,1363.97998,1420.859985,1420.859985,67622250000,1413.830017,-0.005997052848755481,0.30431600044671625
51,2007-04-01,1420.829956,1498.02002,1416.369995,1482.369995,1482.369995,57032470000,1451.5999755,0.026714638991852745,-0.156602005996547
52,2007-05-01,1482.369995,1535.560059,1476.699951,1530.619995,1530.619995,64958050000,1506.494995,0.03781690577742779,0.13896610124022332
53,2007-06-01,1530.619995,1540.560059,1484.180054,1503.349976,1503.349976,65322800000,1516.9849855,0.006963176469099372,0.0056151624009649305
54,2007-07-01,1504.660034,1555.900024,1454.25,1455.27002,1455.27002,70337430000,1479.965027,-0.024403641996363076,0.07676691752343745
55,2007-08-01,1455.180054,1503.890015,1370.599976,1473.98999,1473.98999,91381760000,1464.585022,-0.010392140840771356,0.2991910565967508
56,2007-09-01,1473.959961,1538.73999,1439.290039,1526.75,1526.75,57809700000,1500.3549805,0.024423272095978072,-0.3673825060931197
57,2007-10-01,1527.290039,1576.089966,1489.560059,1549.380005,1549.380005,76022580000,1538.335022,0.02531403700699081,0.3150488585825562
58,2007-11-01,1545.790039,1545.790039,1406.099976,1481.140015,1481.140015,86246950000,1513.465027,-0.016166826240272658,0.1344912261593858
59,2007-12-01,1479.630005,1523.569946,1435.650024,1468.359985,1468.359985,64821670000,1473.994995,-0.026079249467850403,-0.24841782810870414
60,2008-01-01,1467.969971,1471.77002,1270.050049,1378.550049,1378.550049,98475340000,1423.26001,-0.03442005242358374,0.5191731407105062
61,2008-02-01,1378.599976,1396.02002,1316.75,1330.630005,1330.630005,78536130000,1354.6149905,-0.04823083555899248,-0.20247921967063023
62,2008-03-01,1330.449951,1359.680054,1256.97998,1322.699951,1322.699951,93189170000,1326.574951,-0.020699637680556084,0.18657705695455074
63,2008-04-01,1326.410034,1404.569946,1324.349976,1385.589966,1385.589966,85978630000,1356.0,0.022181218617024785,-0.07737530015558675
64,2008-05-01,1385.969971,1440.23999,1373.069946,1400.380005,1400.380005,80990480000,1393.174988,0.027415182890855445,-0.05801616052733104
65,2008-06-01,1399.619995,1404.050049,1272.0,1280.0,1280.0,96614040000,1339.8099975,-0.03830458553997524,0.192906129214199
66,2008-07-01,1276.689941,1292.170044,1200.439941,1267.380005,1267.380005,124980570000,1272.034973,-0.05058554916477997,0.29360670560924684
67,2008-08-01,1269.420044,1313.150024,1247.449951,1282.829956,1282.829956,86266010000,1276.125,0.0032153416272462532,-0.3097646298140583
68,2008-09-01,1287.829956,1303.040039,1106.420044,1166.359985,1166.359985,140007320000,1227.0949705,-0.038421024194338294,0.622972014122364
69,2008-10-01,1164.170044,1167.030029,839.799988,968.75,968.75,159823030000,1066.460022,-0.1309066961903908,0.14153338554012748
70,2008-11-01,968.669983,1007.51001,741.02002,896.23999,896.23999,115660210000,932.4549865,-0.1256540636644699,-0.27632325579110845
71,2008-12-01,888.609985,918.849976,815.690002,903.25,903.25,112884470000,895.9299925,-0.03917078521623627,-0.023999091822503177
72,2009-01-01,902.98999,943.849976,804.299988,825.880005,825.880005,112090640000,864.4349975,-0.035153410716965164,-0.007032233929078109
73,2009-02-01,823.090027,875.01001,734.52002,735.090027,735.090027,124492210000,779.090027,-0.09872919392068001,0.11063876519930656
74,2009-03-01,729.570007,832.97998,666.789978,797.869995,797.869995,161843640000,763.720001,-0.019728177062135515,0.30003025892142166
75,2009-04-01,793.590027,888.700012,783.320007,872.809998,872.809998,138855320000,833.2000125,0.09097576521372253,-0.1420403050747005
76,2009-05-01,872.73999,930.169983,866.099976,919.140015,919.140015,131614940000,895.9400025,0.0753000348760797,-0.05214333883642341
77,2009-06-01,923.26001,956.22998,888.859985,919.320007,919.320007,112653150000,921.2900085,0.02829431204016366,-0.1440701944627259
78,2009-07-01,920.820007,996.679993,869.320007,987.47998,987.47998,106635790000,954.1499934999999,0.03566736282476457,-0.053414928921206375
79,2009-08-01,990.219971,1039.469971,978.51001,1020.619995,1020.619995,116059270000,1005.419983,0.05373367903292876,0.0883707055576744
80,2009-09-01,1019.52002,1080.150024,991.969971,1057.079956,1057.079956,112295490000,1038.299988,0.03270275661509304,-0.03242980935516827
81,2009-10-01,1054.910034,1101.359985,1019.950012,1036.189941,1036.189941,113410990000,1045.5499875,0.006982567257816493,0.009933613540490362
82,2009-11-01,1036.180054,1113.689941,1029.380005,1095.630005,1095.630005,84981530000,1065.9050295,0.019468262869641047,-0.2506764115188484
83,2009-12-01,1098.890015,1130.380005,1085.890015,1115.099976,1115.099976,89515330000,1106.9949955,0.03854936871746884,0.05335041626103931
84,2010-01-01,1116.560059,1150.449951,1071.589966,1073.869995,1073.869995,90947580000,1095.215027,-0.01064139273247509,0.01600005272839859
85,2010-02-01,1073.890015,1112.420044,1044.5,1104.48999,1104.48999,84561340000,1089.1900025,-0.005501225194566265,-0.0702189107175804
86,2010-03-01,1105.359985,1180.689941,1105.359985,1169.430054,1169.430054,103683550000,1137.3950195,0.044257674867888806,0.2261341885074196
87,2010-04-01,1171.22998,1219.800049,1170.689941,1186.689941,1186.689941,116741910000,1178.9599605,0.03654398013653346,0.12594437594005992
88,2010-05-01,1188.579956,1205.130005,1040.780029,1089.410034,1089.410034,127662780000,1138.994995,-0.03389849260279443,0.09354712459304461
89,2010-06-01,1087.300049,1131.22998,1028.329956,1030.709961,1030.709961,110106750000,1059.005005,-0.07022857023177703,-0.1375187819033864
90,2010-07-01,1031.099976,1120.949951,1010.909973,1101.599976,1101.599976,94778110000,1066.349976,0.0069357283160337724,-0.1392161697625259
91,2010-08-01,1107.530029,1129.23999,1039.699951,1049.329956,1049.329956,85738250000,1078.4299925,0.011328378836105546,-0.09537919673646161
92,2010-09-01,1049.719971,1157.160034,1049.719971,1141.199951,1141.199951,79589450000,1095.459961,0.01579144554438938,-0.07171594941580917
93,2010-10-01,1143.48999,1196.140015,1131.869995,1183.26001,1183.26001,89536270000,1163.375,0.061996824546652674,0.12497661436283326
94,2010-11-01,1185.709961,1227.079956,1173.0,1180.550049,1180.550049,87151070000,1183.130005,0.016980771462340158,-0.026639483641657174
95,2010-12-01,1186.599976,1262.599976,1186.599976,1257.640015,1257.640015,80984530000,1222.1199955,0.03295495028883151,-0.07075690522216194
96,2011-01-01,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000,1271.869995,0.04070794986023127,0.1380561201009625
97,2011-02-01,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000,1308.179993,0.028548513718180724,-0.3574166054901137
98,2011-03-01,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000,1327.2349855,0.014566032657556495,0.5113493492296829
99,2011-04-01,1329.47998,1364.560059,1294.699951,1363.609985,1363.609985,77364810000,1346.5449825,0.014549041587180242,-0.13566249763707322
100,2011-05-01,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000,1355.204956,0.0064312545162225785,0.056151756851726256
101,2011-06-01,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000,1332.919983,-0.016443987237012462,0.054017930464925645
102,2011-07-01,1320.640015,1356.47998,1282.859985,1292.280029,1292.280029,81102170000,1306.460022,-0.01985112485180592,-0.05829541167587233
103,2011-08-01,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,108419170000,1255.7399905,-0.038822490275940494,0.33682206037150425
104,2011-09-01,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,102786820000,1175.2700195,-0.06408171405607552,-0.05194976128299082
105,2011-10-01,1131.209961,1292.660034,1074.77002,1253.300049,1253.300049,98063670000,1192.255005,0.014451985686851763,-0.045950930284641554
106,2011-11-01,1251.0,1277.550049,1158.660034,1246.959961,1246.959961,84275050000,1248.9799805,0.04757788833941614,-0.14060885137176693
107,2011-12-01,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000,1252.255005,0.0026221593229131604,-0.11311319305061225
108,2012-01-01,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000,1285.6350095,0.02665591622051456,0.06455677183629165
109,2012-02-01,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000,1339.0650025,0.041559223733942635,-0.014853415135515026
110,2012-03-01,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000,1387.1849975,0.03593551837301492,0.07034381649410333
111,2012-04-01,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000,1403.1900025,0.01153775814245712,-0.1089152208721704
112,2012-05-01,1397.859985,1415.319946,1291.97998,1310.329956,1310.329956,86920490000,1354.0949705,-0.034988156922818404,0.16263378673387754
113,2012-06-01,1309.869995,1363.459961,1266.73999,1362.160034,1362.160034,81582440000,1336.0150145,-0.013352059045994395,-0.061413022407029685
114,2012-07-01,1362.329956,1391.73999,1325.410034,1379.319946,1379.319946,73103810000,1370.824951,0.026055048874602336,-0.10392714412562311
115,2012-08-01,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000,1392.949951,0.016139916321088323,-0.03857528082325668
116,2012-09-01,1406.540039,1474.51001,1396.560059,1440.670044,1440.670044,69784280000,1423.6050415,0.02200731654284678,-0.007107326708668753
117,2012-10-01,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000,1426.530029,0.0020546341258514313,0.02820176693089045
118,2012-11-01,1412.199951,1434.27002,1343.349976,1416.180054,1416.180054,71489310000,1414.1900025,-0.00865037976708447,-0.0036655260763693775
119,2012-12-01,1416.339966,1448.0,1398.109985,1426.189941,1426.189941,66388180000,1421.2649535,0.005002829172524896,-0.07135514386696416
120,2013-01-01,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000,1462.149963,0.028766634538702162,0.14250021615293565
121,2013-02-01,1498.109985,1530.939941,1485.01001,1514.680054,1514.680054,69273480000,1506.3950195,0.030260272625674524,-0.08668634360780456
122,2013-03-01,1514.680054,1570.280029,1501.47998,1569.189941,1569.189941,68527110000,1541.9349975,0.02359273466782729,-0.010774253004179954
123,2013-04-01,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000,1583.375,0.026875323906123346,0.12507298206505427
