DATE,H8B3094NCBA
1990-07-25,544646.9
1990-08-01,546508.9
1990-08-08,555702.8
1990-08-15,569468.5
1990-08-22,571237.1
1990-08-29,555817.0
1990-09-05,559209.6
1990-09-12,548709.9
1990-09-19,548034.6
1990-09-26,532236.2
1990-10-03,531396.7
1990-10-10,528446.4
1990-10-17,528490.1
1990-10-24,541922.9
1990-10-31,551073.6
1990-11-07,540421.5
1990-11-14,553146.9
1990-11-21,550788.7
1990-11-28,543709.9
1990-12-05,533351.7
1990-12-12,537244.5
1990-12-19,525290.0
1990-12-26,527655.6
1991-01-02,501076.6
1991-01-09,501075.0
1991-01-16,482005.9
1991-01-23,502862.5
1991-01-30,483642.1
1991-02-06,493937.6
1991-02-13,481203.1
1991-02-20,486183.1
1991-02-27,472541.0
1991-03-06,479064.0
1991-03-13,474645.8
1991-03-20,469930.6
1991-03-27,462200.5
1991-04-03,480657.3
1991-04-10,467831.9
1991-04-17,466579.6
1991-04-24,449997.7
1991-05-01,474712.6
1991-05-08,451456.2
1991-05-15,466234.3
1991-05-22,447675.5
1991-05-29,463588.7
1991-06-05,455922.9
1991-06-12,448399.2
1991-06-19,454522.5
1991-06-26,460052.1
1991-07-03,444518.6
1991-07-10,454598.0
1991-07-17,436244.7
1991-07-24,440161.0
1991-07-31,459449.5
1991-08-07,454054.7
1991-08-14,446533.3
1991-08-21,451844.0
1991-08-28,442844.3
1991-09-04,458148.7
1991-09-11,450667.9
1991-09-18,454021.3
1991-09-25,445717.2
1991-10-02,464785.2
1991-10-09,450669.6
1991-10-16,471468.4
1991-10-23,455864.6
1991-10-30,463462.2
1991-11-06,464971.9
1991-11-13,469790.9
1991-11-20,460624.9
1991-11-27,458154.1
1991-12-04,457575.9
1991-12-11,463259.3
1991-12-18,466366.2
1991-12-25,473135.9
1992-01-01,465260.4
1992-01-08,476740.3
1992-01-15,481000.2
1992-01-22,482453.5
1992-01-29,472622.5
1992-02-05,481698.7
1992-02-12,475250.3
1992-02-19,484862.1
1992-02-26,474441.3
1992-03-04,484804.1
1992-03-11,471633.6
1992-03-18,478840.6
1992-03-25,469875.8
1992-04-01,472668.2
1992-04-08,466787.9
1992-04-15,480329.7
1992-04-22,469005.1
1992-04-29,464521.9
1992-05-06,457679.0
1992-05-13,460198.5
1992-05-20,459179.7
1992-05-27,466247.0
1992-06-03,465086.3
1992-06-10,474537.1
1992-06-17,459298.1
1992-06-24,457176.4
1992-07-01,468521.8
1992-07-08,458384.4
1992-07-15,452742.5
1992-07-22,461998.6
1992-07-29,444586.2
1992-08-05,465823.1
1992-08-12,459840.1
1992-08-19,462100.1
1992-08-26,458491.7
1992-09-02,477766.2
1992-09-09,460246.4
1992-09-16,478688.3
1992-09-23,455505.1
1992-09-30,467802.9
1992-10-07,455548.8
1992-10-14,471240.6
1992-10-21,457267.8
1992-10-28,454802.1
1992-11-04,456350.6
1992-11-11,475551.0
1992-11-18,462317.8
1992-11-25,461385.1
1992-12-02,463260.0
1992-12-09,477401.6
1992-12-16,465135.5
1992-12-23,462544.7
1992-12-30,466933.2
1993-01-06,468532.5
1993-01-13,450198.0
1993-01-20,465007.3
1993-01-27,450335.7
1993-02-03,465234.7
1993-02-10,457042.9
1993-02-17,461837.7
1993-02-24,451855.0
1993-03-03,461319.2
1993-03-10,461607.6
1993-03-17,467621.0
1993-03-24,460541.9
1993-03-31,467047.2
1993-04-07,457811.1
1993-04-14,449407.9
1993-04-21,451490.9
1993-04-28,453018.1
1993-05-05,449868.0
1993-05-12,459275.8
1993-05-19,467727.2
1993-05-26,469157.7
1993-06-02,467126.8
1993-06-09,482118.6
1993-06-16,486154.3
1993-06-23,476205.9
1993-06-30,473595.1
1993-07-07,499241.9
1993-07-14,489766.2
1993-07-21,495938.6
1993-07-28,477986.4
1993-08-04,490364.0
1993-08-11,487372.9
1993-08-18,487447.3
1993-08-25,480641.7
1993-09-01,489048.4
1993-09-08,478624.4
1993-09-15,491601.1
1993-09-22,492591.9
1993-09-29,500334.9
1993-10-06,485359.7
1993-10-13,498867.1
1993-10-20,486135.9
1993-10-27,486343.8
1993-11-03,476578.9
1993-11-10,488961.6
1993-11-17,481465.6
1993-11-24,498452.3
1993-12-01,492387.3
1993-12-08,495874.8
1993-12-15,489214.4
1993-12-22,496994.2
1993-12-29,512937.7
1994-01-05,499576.5
1994-01-12,501759.3
1994-01-19,505159.7
1994-01-26,495119.5
1994-02-02,512408.9
1994-02-09,509589.0
1994-02-16,496403.8
1994-02-23,503484.8
1994-03-02,508026.0
1994-03-09,495529.6
1994-03-16,509685.2
1994-03-23,516047.2
1994-03-30,520960.4
1994-04-06,514421.3
1994-04-13,515859.4
1994-04-20,518339.1
1994-04-27,529048.9
1994-05-04,517854.8
1994-05-11,535719.6
1994-05-18,526753.5
1994-05-25,524527.1
1994-06-01,530175.7
1994-06-08,531854.4
1994-06-15,522212.8
1994-06-22,544587.5
1994-06-29,553784.5
1994-07-06,549604.3
1994-07-13,550675.2
1994-07-20,553490.3
1994-07-27,552550.8
1994-08-03,544569.3
1994-08-10,548115.3
1994-08-17,553669.8
1994-08-24,558695.6
1994-08-31,571927.3
1994-09-07,546860.0
1994-09-14,547515.3
1994-09-21,569798.1
1994-09-28,566245.4
1994-10-05,539783.7
1994-10-12,556070.7
1994-10-19,559130.5
1994-10-26,571985.4
1994-11-02,572290.9
1994-11-09,564900.5
1994-11-16,561215.9
1994-11-23,575501.3
1994-11-30,588509.9
1994-12-07,578789.3
1994-12-14,577394.0
1994-12-21,594153.7
1994-12-28,588873.4
1995-01-04,583516.2
1995-01-11,593562.5
1995-01-18,595553.3
1995-01-25,593466.9
1995-02-01,610523.1
1995-02-08,588148.1
1995-02-15,608295.0
1995-02-22,603173.2
1995-03-01,614382.8
1995-03-08,592555.8
1995-03-15,609047.6
1995-03-22,597723.2
1995-03-29,604374.4
1995-04-05,597903.4
1995-04-12,609221.4
1995-04-19,610978.1
1995-04-26,618366.6
1995-05-03,613471.5
1995-05-10,629222.7
1995-05-17,614322.4
1995-05-24,625848.2
1995-05-31,636856.8
1995-06-07,623433.5
1995-06-14,627237.8
1995-06-21,636270.8
1995-06-28,637255.0
1995-07-05,643763.0
1995-07-12,646261.2
1995-07-19,649745.4
1995-07-26,649507.9
1995-08-02,664017.5
1995-08-09,650504.3
1995-08-16,636048.2
1995-08-23,649439.7
1995-08-30,639396.0
1995-09-06,641586.4
1995-09-13,643004.8
1995-09-20,646447.5
1995-09-27,645466.6
1995-10-04,640032.1
1995-10-11,647648.1
1995-10-18,637589.2
1995-10-25,638719.9
1995-11-01,641577.7
1995-11-08,639099.2
1995-11-15,633549.8
1995-11-22,637656.3
1995-11-29,628098.7
1995-12-06,633030.5
1995-12-13,635340.6
1995-12-20,657852.0
1995-12-27,651716.3
1996-01-03,654865.7
1996-01-10,658817.0
1996-01-17,663740.6
1996-01-24,666052.4
1996-01-31,674677.1
1996-02-07,677641.9
1996-02-14,699840.8
1996-02-21,712425.8
1996-02-28,730193.2
1996-03-06,729894.8
1996-03-13,741752.2
1996-03-20,753404.9
1996-03-27,765185.7
1996-04-03,764177.1
1996-04-10,780079.4
1996-04-17,768582.7
1996-04-24,774506.8
1996-05-01,787753.3
1996-05-08,790960.3
1996-05-15,780446.1
1996-05-22,784919.5
1996-05-29,778899.4
1996-06-05,789519.9
1996-06-12,793590.8
1996-06-19,794235.3
1996-06-26,787309.8
1996-07-03,786951.0
1996-07-10,792759.3
1996-07-17,791101.5
1996-07-24,796148.4
1996-07-31,805630.4
1996-08-07,801656.1
1996-08-14,803917.4
1996-08-21,804362.9
1996-08-28,806581.3
1996-09-04,807969.6
1996-09-11,818303.6
1996-09-18,796539.1
1996-09-25,816877.0
1996-10-02,834209.2
1996-10-09,824520.3
1996-10-16,821860.9
1996-10-23,830880.8
1996-10-30,805394.6
1996-11-06,817196.9
1996-11-13,823052.5
1996-11-20,826525.6
1996-11-27,832910.7
1996-12-04,830453.7
1996-12-11,830821.3
1996-12-18,845613.4
1996-12-25,836041.5
1997-01-01,839831.3
1997-01-08,848021.7
1997-01-15,840018.0
1997-01-22,864180.7
1997-01-29,862391.6
1997-02-05,867814.6
1997-02-12,873340.6
1997-02-19,873895.6
1997-02-26,878188.9
1997-03-05,877126.9
1997-03-12,884363.5
1997-03-19,883927.7
1997-03-26,903259.6
1997-04-02,898795.0
1997-04-09,903363.0
1997-04-16,913829.9
1997-04-23,919818.9
1997-04-30,919077.1
1997-05-07,924808.6
1997-05-14,920415.2
1997-05-21,937811.3
1997-05-28,924649.2
1997-06-04,910532.5
1997-06-11,913949.3
1997-06-18,914007.1
1997-06-25,908060.6
1997-07-02,927952.3
1997-07-09,919620.5
1997-07-16,925487.8
1997-07-23,922356.4
1997-07-30,932374.3
1997-08-06,935838.8
1997-08-13,946722.8
1997-08-20,974043.3
1997-08-27,950182.9
1997-09-03,953630.8
1997-09-10,956764.4
1997-09-17,954702.6
1997-09-24,960899.7
1997-10-01,974318.1
1997-10-08,978682.6
1997-10-15,981394.0
1997-10-22,988320.5
1997-10-29,978620.8
1997-11-05,981982.8
1997-11-12,983375.3
1997-11-19,972448.0
1997-11-26,985350.9
1997-12-03,996360.8
1997-12-10,1009942.4
1997-12-17,988292.9
1997-12-24,992931.4
1997-12-31,1002136.4
1998-01-07,999751.3
1998-01-14,1004541.7
1998-01-21,1011019.1
1998-01-28,1004523.0
1998-02-04,1002089.8
1998-02-11,1006424.1
1998-02-18,1014308.7
1998-02-25,1016375.0
1998-03-04,1033611.6
1998-03-11,1032652.2
1998-03-18,1039345.8
1998-03-25,1046750.5
1998-04-01,1070277.5
1998-04-08,1060898.1
1998-04-15,1072722.1
1998-04-22,1054661.5
1998-04-29,1046569.4
1998-05-06,1055785.1
1998-05-13,1051867.5
1998-05-20,1064717.0
1998-05-27,1062191.8
1998-06-03,1071857.3
1998-06-10,1071072.5
1998-06-17,1080517.7
1998-06-24,1078347.3
1998-07-01,1092002.8
1998-07-08,1067508.4
1998-07-15,1088988.3
1998-07-22,1084565.8
1998-07-29,1099151.5
1998-08-05,1084497.4
1998-08-12,1095724.4
1998-08-19,1086499.0
1998-08-26,1101661.0
1998-09-02,1117918.7
1998-09-09,1110258.3
1998-09-16,1096007.3
1998-09-23,1111618.0
1998-09-30,1137663.6
1998-10-07,1136308.2
1998-10-14,1137247.2
1998-10-21,1156645.5
1998-10-28,1163671.6
1998-11-04,1159603.9
1998-11-11,1156326.0
1998-11-18,1180656.1
1998-11-25,1167802.0
1998-12-02,1173005.5
1998-12-09,1180903.1
1998-12-16,1181453.3
1998-12-23,1175040.4
1998-12-30,1176527.4
1999-01-06,1165883.3
1999-01-13,1182619.0
1999-01-20,1185244.6
1999-01-27,1170769.2
1999-02-03,1172741.6
1999-02-10,1190259.3
1999-02-17,1181958.9
1999-02-24,1191572.2
1999-03-03,1190246.6
1999-03-10,1203952.3
1999-03-17,1185677.5
1999-03-24,1194547.5
1999-03-31,1181910.2
1999-04-07,1186014.0
1999-04-14,1167430.0
1999-04-21,1176203.1
1999-04-28,1195631.2
1999-05-05,1184197.3
1999-05-12,1198203.2
1999-05-19,1213755.0
1999-05-26,1220875.5
1999-06-02,1218340.3
1999-06-09,1233160.8
1999-06-16,1236444.1
1999-06-23,1259703.7
1999-06-30,1235613.3
1999-07-07,1249937.3
1999-07-14,1248247.4
1999-07-21,1253694.9
1999-07-28,1253009.0
1999-08-04,1242301.8
1999-08-11,1262529.3
1999-08-18,1256888.3
1999-08-25,1265355.3
1999-09-01,1268081.1
1999-09-08,1266193.3
1999-09-15,1254761.1
1999-09-22,1293779.1
1999-09-29,1280861.0
1999-10-06,1278734.4
1999-10-13,1273309.3
1999-10-20,1281731.5
1999-10-27,1273597.5
1999-11-03,1271064.8
1999-11-10,1263330.6
1999-11-17,1276014.2
1999-11-24,1292312.7
1999-12-01,1296495.7
1999-12-08,1306907.9
1999-12-15,1331568.2
1999-12-22,1349725.9
1999-12-29,1382118.4
2000-01-05,1362465.3
2000-01-12,1381059.3
2000-01-19,1352861.0
2000-01-26,1354791.4
2000-02-02,1360499.5
2000-02-09,1359092.8
2000-02-16,1350660.5
2000-02-23,1381227.5
2000-03-01,1369874.2
2000-03-08,1392533.2
2000-03-15,1388418.2
2000-03-22,1380136.1
2000-03-29,1375817.7
2000-04-05,1377977.8
2000-04-12,1389377.0
2000-04-19,1382894.7
2000-04-26,1405405.6
2000-05-03,1411072.6
2000-05-10,1425210.6
2000-05-17,1415356.8
2000-05-24,1406590.6
2000-05-31,1401727.6
2000-06-07,1392984.5
2000-06-14,1396045.9
2000-06-21,1423388.0
2000-06-28,1424844.3
2000-07-05,1423613.5
2000-07-12,1423219.9
2000-07-19,1437835.2
2000-07-26,1432021.1
2000-08-02,1412104.0
2000-08-09,1428578.7
2000-08-16,1425989.0
2000-08-23,1431334.2
2000-08-30,1420737.3
2000-09-06,1414353.8
2000-09-13,1412969.3
2000-09-20,1446826.4
2000-09-27,1417309.4
2000-10-04,1391495.6
2000-10-11,1403378.3
2000-10-18,1415034.5
2000-10-25,1405431.9
2000-11-01,1402414.2
2000-11-08,1406875.4
2000-11-15,1383818.5
2000-11-22,1388073.5
2000-11-29,1400198.6
2000-12-06,1435834.9
2000-12-13,1417928.7
2000-12-20,1439550.5
2000-12-27,1434948.8
2001-01-03,1453872.5
2001-01-10,1451869.7
2001-01-17,1449636.8
2001-01-24,1488463.6
2001-01-31,1488925.6
2001-02-07,1464455.9
2001-02-14,1470703.8
2001-02-21,1452591.9
2001-02-28,1465199.8
2001-03-07,1455099.9
2001-03-14,1452750.0
2001-03-21,1473369.9
2001-03-28,1467890.4
2001-04-04,1490690.4
2001-04-11,1486400.6
2001-04-18,1493789.6
2001-04-25,1477986.2
2001-05-02,1464011.9
2001-05-09,1469010.9
2001-05-16,1446955.8
2001-05-23,1444533.8
2001-05-30,1449631.3
2001-06-06,1443492.6
2001-06-13,1428492.4
2001-06-20,1431619.4
2001-06-27,1425533.1
2001-07-04,1448187.2
2001-07-11,1455328.9
2001-07-18,1453466.5
2001-07-25,1457878.1
2001-08-01,1452715.3
2001-08-08,1452336.2
2001-08-15,1440808.4
2001-08-22,1450805.2
2001-08-29,1479496.2
2001-09-05,1466122.8
2001-09-12,1595597.1
2001-09-19,1499244.1
2001-09-26,1463234.6
2001-10-03,1475193.8
2001-10-10,1483205.7
2001-10-17,1481081.0
2001-10-24,1472594.7
2001-10-31,1491457.8
2001-11-07,1481019.6
2001-11-14,1473696.7
2001-11-21,1458417.6
2001-11-28,1458899.1
2001-12-05,1463388.4
2001-12-12,1468059.1
2001-12-19,1460455.0
2001-12-26,1477526.4
2002-01-02,1478020.5
2002-01-09,1489793.8
2002-01-16,1480476.5
2002-01-23,1470818.8
2002-01-30,1458277.8
2002-02-06,1464930.0
2002-02-13,1468277.2
2002-02-20,1462803.0
2002-02-27,1466666.8
2002-03-06,1454952.9
2002-03-13,1427327.0
2002-03-20,1438503.3
2002-03-27,1446317.3
2002-04-03,1440778.1
2002-04-10,1441622.3
2002-04-17,1427211.7
2002-04-24,1430228.8
2002-05-01,1444009.3
2002-05-08,1427018.5
2002-05-15,1451232.9
2002-05-22,1456581.1
2002-05-29,1467126.0
2002-06-05,1478357.8
2002-06-12,1460528.8
2002-06-19,1427314.1
2002-06-26,1438838.1
2002-07-03,1421246.0
2002-07-10,1442103.5
2002-07-17,1443538.1
2002-07-24,1453781.4
2002-07-31,1489228.6
2002-08-07,1484473.4
2002-08-14,1503198.4
2002-08-21,1520785.8
2002-08-28,1523575.7
2002-09-04,1537885.4
2002-09-11,1511351.5
2002-09-18,1533209.8
2002-09-25,1538466.0
2002-10-02,1552378.8
2002-10-09,1553079.7
2002-10-16,1561321.1
2002-10-23,1556656.0
2002-10-30,1570550.8
2002-11-06,1584587.4
2002-11-13,1594759.0
2002-11-20,1594001.0
2002-11-27,1614160.6
2002-12-04,1590622.5
2002-12-11,1632932.3
2002-12-18,1631104.8
2002-12-25,1628031.3
2003-01-01,1621565.2
2003-01-08,1596358.6
2003-01-15,1583039.5
2003-01-22,1571856.2
2003-01-29,1563173.5
2003-02-05,1596535.6
2003-02-12,1580531.6
2003-02-19,1602166.2
2003-02-26,1631335.9
2003-03-05,1634846.8
2003-03-12,1660369.5
2003-03-19,1633536.7
2003-03-26,1645567.2
2003-04-02,1640984.3
2003-04-09,1643068.6
2003-04-16,1648588.8
2003-04-23,1642728.7
2003-04-30,1643312.8
2003-05-07,1670142.2
2003-05-14,1649174.0
2003-05-21,1669578.8
2003-05-28,1683122.4
2003-06-04,1688985.5
2003-06-11,1710160.6
2003-06-18,1693104.6
2003-06-25,1677475.6
2003-07-02,1735531.2
2003-07-09,1734604.0
2003-07-16,1724100.6
2003-07-23,1718779.4
2003-07-30,1727479.1
2003-08-06,1770080.6
2003-08-13,1731574.7
2003-08-20,1707539.7
2003-08-27,1690121.0
2003-09-03,1691615.6
2003-09-10,1686981.3
2003-09-17,1670437.6
2003-09-24,1653696.1
2003-10-01,1665829.6
2003-10-08,1660449.4
2003-10-15,1675700.8
2003-10-22,1664174.2
2003-10-29,1668072.6
2003-11-05,1658386.4
2003-11-12,1675627.2
2003-11-19,1672303.3
2003-11-26,1638726.0
2003-12-03,1643207.1
2003-12-10,1640773.4
2003-12-17,1712970.1
2003-12-24,1714466.5
2003-12-31,1695815.6
2004-01-07,1721192.3
2004-01-14,1725722.2
2004-01-21,1751641.0
2004-01-28,1796918.3
2004-02-04,1795656.4
2004-02-11,1841872.6
2004-02-18,1859121.2
2004-02-25,1756892.3
2004-03-03,1774250.0
2004-03-10,1776995.3
2004-03-17,1791857.2
2004-03-24,1780978.0
2004-03-31,1798305.9
2004-04-07,1798736.5
2004-04-14,1818024.1
2004-04-21,1802954.0
2004-04-28,1808767.3
2004-05-05,1781850.9
2004-05-12,1794065.9
2004-05-19,1765718.6
2004-05-26,1776641.8
2004-06-02,1784745.1
2004-06-09,1795697.2
2004-06-16,1823113.3
2004-06-23,1840371.2
2004-06-30,1856259.8
2004-07-07,1879040.9
2004-07-14,1871703.2
2004-07-21,1855270.2
2004-07-28,1851311.7
2004-08-04,1850735.4
2004-08-11,1845137.3
2004-08-18,1849439.1
2004-08-25,1818975.4
2004-09-01,1835092.9
2004-09-08,1828043.7
2004-09-15,1861551.3
2004-09-22,1865637.1
2004-09-29,1868806.9
2004-10-06,1861592.3
2004-10-13,1850969.2
2004-10-20,1867500.4
2004-10-27,1846231.8
2004-11-03,1849523.2
2004-11-10,1870335.7
2004-11-17,1809689.9
2004-11-24,1836143.6
2004-12-01,1843643.8
2004-12-08,1838930.2
2004-12-15,1850125.6
2004-12-22,1774265.9
2004-12-29,1782580.5
2005-01-05,1816078.2
2005-01-12,1794679.3
2005-01-19,1814081.7
2005-01-26,1803641.9
2005-02-02,1831663.2
2005-02-09,1796843.4
2005-02-16,1807806.1
2005-02-23,1842803.2
2005-03-02,1834803.9
2005-03-09,1825533.2
2005-03-16,1871910.1
2005-03-23,1847057.3
2005-03-30,1834489.7
2005-04-06,1823510.4
2005-04-13,1841059.2
2005-04-20,1851366.2
2005-04-27,1861798.2
2005-05-04,1867153.3
2005-05-11,1863285.0
2005-05-18,1865298.6
2005-05-25,1864874.8
2005-06-01,1851530.3
2005-06-08,1851498.4
2005-06-15,1848373.8
2005-06-22,1851012.8
2005-06-29,1846584.0
2005-07-06,1848972.9
2005-07-13,1859832.9
2005-07-20,1867059.0
2005-07-27,1869075.0
2005-08-03,1883393.2
2005-08-10,1881518.6
2005-08-17,1888586.2
2005-08-24,1918327.3
2005-08-31,1907390.9
2005-09-07,1901660.2
2005-09-14,1874158.2
2005-09-21,1907646.7
2005-09-28,1911258.4
2005-10-05,1867654.0
2005-10-12,1892034.7
2005-10-19,1886164.2
2005-10-26,1897382.2
2005-11-02,1897879.5
2005-11-09,1889766.4
2005-11-16,1899064.8
2005-11-23,1929140.4
2005-11-30,1912775.8
2005-12-07,1941863.6
2005-12-14,1949512.5
2005-12-21,1976668.2
2005-12-28,1979959.9
2006-01-04,1956027.1
2006-01-11,1969098.9
2006-01-18,2012382.8
2006-01-25,2010517.1
2006-02-01,2024970.2
2006-02-08,2022269.0
2006-02-15,2018430.9
2006-02-22,2016135.7
2006-03-01,2031515.5
2006-03-08,2023592.9
2006-03-15,2044553.9
2006-03-22,2005636.2
2006-03-29,2022222.0
2006-04-05,2013336.3
2006-04-12,2021102.8
2006-04-19,2006567.3
2006-04-26,2027885.1
2006-05-03,2030488.0
2006-05-10,2051455.0
2006-05-17,2040371.7
2006-05-24,2057504.8
2006-05-31,2072672.5
2006-06-07,2071650.0
2006-06-14,2077896.0
2006-06-21,2060957.0
2006-06-28,2053278.9
2006-07-05,2038756.0
2006-07-12,2036078.0
2006-07-19,2065629.8
2006-07-26,2049225.7
2006-08-02,2045318.3
2006-08-09,2023369.2
2006-08-16,2020059.8
2006-08-23,2041051.6
2006-08-30,2048961.6
2006-09-06,2049869.4
2006-09-13,2071691.6
2006-09-20,2087654.5
2006-09-27,2122106.7
2006-10-04,2178622.2
2006-10-11,2169424.1
2006-10-18,2132911.1
2006-10-25,2160290.7
2006-11-01,2189786.4
2006-11-08,2183075.9
2006-11-15,2177207.9
2006-11-22,2201858.9
2006-11-29,2214712.5
2006-12-06,2219379.0
2006-12-13,2196050.2
2006-12-20,2214733.2
2006-12-27,2237149.1
2007-01-03,2230874.6
2007-01-10,2224801.3
2007-01-17,2236970.7
2007-01-24,2237554.7
2007-01-31,2269830.6
2007-02-07,2237696.9
2007-02-14,2249023.3
2007-02-21,2224357.5
2007-02-28,2285780.0
2007-03-07,2277256.7
2007-03-14,2251391.0
2007-03-21,2226562.6
2007-03-28,2262629.1
2007-04-04,2272535.0
2007-04-11,2284112.3
2007-04-18,2265629.5
2007-04-25,2271211.2
2007-05-02,2276013.0
2007-05-09,2261068.4
